BUILDING TYPE,TOTAL KWH,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,RENTER-OCCUPIED HOUSING UNITS
Residential,116255.0,90.0,37.0,1.82,106.0,2.73,33.0,14.0
Residential,26562.0,85.0,24.0,2.0,117.0,3.7,23.0,6.0
Residential,112233.0,142.0,53.0,1.18,92.64,3.16,45.0,27.0
Residential,31668.0,19.0,13.0,2.0,122.0,2.11,9.0,9.0
Residential,120296.0,52.0,23.0,1.07,97.5,2.74,19.0,13.0
Commercial,451885.0,139.0,46.0,2.0,40.0,3.23,43.0,24.0
Residential,232691.0,149.0,62.0,2.52,95.2,2.61,57.0,39.0
Residential,132681.0,161.0,59.0,2.0,114.53,3.04,53.0,33.0
Residential,143225.0,163.0,66.0,1.56,121.83,2.55,64.0,34.0
Residential,328963.0,235.0,94.0,1.85,114.45,2.76,85.0,45.0
Commercial,98859.0,18.0,14.0,1.33,67.33,2.0,9.0,4.0
Residential,58781.0,38.0,15.0,1.0,104.0,2.53,15.0,4.0
Residential,48916.0,44.0,14.0,1.83,105.83,3.38,13.0,6.0
Residential,132583.0,110.0,42.0,1.17,110.44,3.06,36.0,9.0
Residential,100506.0,125.0,43.0,1.42,51.92,3.57,35.0,23.0
Residential,104130.0,93.0,39.0,1.91,111.73,2.51,37.0,13.0
Residential,46931.0,81.0,34.0,1.44,108.44,3.0,27.0,12.0
Residential,164575.0,96.0,41.0,1.0,102.2,2.53,38.0,17.0
Commercial,15163.0,129.0,52.0,2.0,133.0,3.0,43.0,27.0
Residential,290612.0,137.0,47.0,2.17,107.08,3.11,44.0,36.0
Residential,139487.0,131.0,58.0,1.92,124.5,2.62,50.0,26.0
Residential,117559.0,131.0,58.0,1.0,126.93,2.62,50.0,26.0
Residential,105825.0,129.0,52.0,1.89,128.44,3.0,43.0,27.0
Residential,46409.0,37.0,12.0,1.0,44.38,3.08,12.0,2.0
Residential,184966.0,170.0,54.0,2.07,86.29,3.15,54.0,45.0
Residential,145420.0,120.0,59.0,1.77,101.15,2.5,48.0,31.0
Residential,78077.0,120.0,59.0,1.42,111.83,2.5,48.0,31.0
Residential,51347.0,81.0,34.0,1.13,122.63,3.0,27.0,12.0
Commercial,58205.0,28.0,24.0,2.33,105.33,1.87,15.0,12.0
Residential,39156.0,38.0,22.0,2.5,124.5,2.71,14.0,12.0
Residential,8001.0,38.0,22.0,2.0,119.33,2.71,14.0,12.0
Residential,43533.0,48.0,21.0,1.67,122.0,2.29,21.0,14.0
Residential,128367.0,110.0,41.0,2.25,104.58,2.82,39.0,25.0
Residential,45755.0,110.0,41.0,1.6,58.4,2.82,39.0,25.0
Residential,77791.0,35.0,13.0,1.83,115.33,2.25,12.0,9.0
Commercial,95933.0,112.0,55.0,1.33,81.33,2.55,44.0,35.0
Commercial,10369.0,112.0,55.0,2.5,119.5,2.55,44.0,35.0
Residential,85596.0,112.0,55.0,2.0,119.82,2.55,44.0,35.0
Residential,30376.0,112.0,55.0,2.0,36.0,2.55,44.0,35.0
Residential,77810.0,100.0,45.0,2.0,110.88,2.5,40.0,28.0
Residential,14697.0,100.0,45.0,1.0,94.0,2.5,40.0,28.0
Commercial,17612.0,88.0,42.0,2.5,117.0,2.32,38.0,27.0
Residential,85652.0,88.0,42.0,2.18,118.36,2.32,38.0,27.0
Residential,19255.0,88.0,42.0,1.0,122.0,2.32,38.0,27.0
Residential,76145.0,53.0,25.0,2.0,122.83,2.65,20.0,10.0
Residential,56093.0,53.0,25.0,1.0,115.88,2.65,20.0,10.0
Residential,49269.0,79.0,48.0,2.14,124.43,2.03,39.0,27.0
Residential,33787.0,79.0,48.0,1.0,124.89,2.03,39.0,27.0
Commercial,32682.0,40.0,17.0,3.0,132.0,2.35,17.0,15.0
Residential,80200.0,40.0,17.0,2.75,120.75,2.35,17.0,15.0
Residential,46710.0,40.0,17.0,1.67,129.33,2.35,17.0,15.0
Residential,12500.0,42.0,24.0,2.33,112.0,2.33,18.0,11.0
Residential,43366.0,42.0,24.0,1.25,118.88,2.33,18.0,11.0
Commercial,44465.0,180.0,96.0,2.0,92.6,2.57,70.0,60.0
Residential,232813.0,180.0,96.0,1.83,95.54,2.57,70.0,60.0
Residential,86837.0,70.0,31.0,2.22,118.67,2.41,29.0,18.0
Residential,25563.0,70.0,31.0,1.0,98.0,2.41,29.0,18.0
Commercial,48828.0,83.0,59.0,1.0,40.67,2.02,41.0,28.0
Residential,132613.0,83.0,59.0,2.13,120.25,2.02,41.0,28.0
Residential,40963.0,83.0,59.0,1.4,88.2,2.02,41.0,28.0
Residential,46788.0,55.0,28.0,3.0,120.0,2.12,26.0,19.0
Residential,65160.0,40.0,28.0,1.57,120.14,2.0,20.0,14.0
Commercial,103347.0,30.0,18.0,1.0,129.5,1.76,17.0,9.0
Commercial,14804.0,30.0,18.0,2.5,124.5,1.76,17.0,9.0
Residential,56009.0,30.0,18.0,2.0,116.6,1.76,17.0,9.0
Residential,42510.0,30.0,18.0,1.33,128.0,1.76,17.0,9.0
Residential,16317.0,55.0,26.0,2.0,110.33,2.12,26.0,21.0
Residential,27827.0,55.0,26.0,1.5,66.0,2.12,26.0,21.0
Residential,83477.0,73.0,27.0,1.88,123.38,2.92,25.0,16.0
Residential,108495.0,75.0,32.0,2.13,113.13,2.5,30.0,22.0
Residential,20682.0,75.0,32.0,1.0,132.0,2.5,30.0,22.0
Residential,87858.0,56.0,27.0,1.5,122.0,2.24,25.0,13.0
Residential,47379.0,38.0,19.0,1.67,102.5,2.38,16.0,7.0
Residential,66505.0,38.0,19.0,1.0,78.5,2.38,16.0,7.0
Residential,22178.0,40.0,28.0,1.0,120.33,2.0,20.0,14.0
Commercial,38761.0,68.0,37.0,2.0,59.5,2.19,31.0,24.0
Residential,72864.0,68.0,37.0,1.4,121.4,2.19,31.0,24.0
Residential,28684.0,68.0,37.0,1.0,122.0,2.19,31.0,24.0
Commercial,19881.0,72.0,36.0,2.5,117.0,2.67,27.0,20.0
Residential,61184.0,72.0,36.0,1.57,101.14,2.67,27.0,20.0
Residential,63808.0,49.0,20.0,1.0,107.86,2.58,19.0,10.0
Residential,113450.0,80.0,50.0,1.75,92.13,2.0,40.0,35.0
Residential,80693.0,53.0,24.0,1.75,120.13,2.41,22.0,14.0
Residential,93544.0,69.0,31.0,2.4,100.6,2.38,29.0,26.0
Residential,17441.0,69.0,31.0,2.0,102.0,2.38,29.0,26.0
Commercial,53731.0,94.0,41.0,1.5,61.0,2.54,37.0,27.0
Commercial,62373.0,94.0,41.0,2.33,105.33,2.54,37.0,27.0
Residential,115556.0,94.0,41.0,2.08,96.33,2.54,37.0,27.0
Residential,106721.0,94.0,41.0,1.25,87.25,2.54,37.0,27.0
Residential,51126.0,5.0,2.0,1.0,41.33,2.5,2.0,1.0
Residential,80801.0,66.0,27.0,1.89,98.67,2.75,24.0,18.0
Residential,61183.0,80.0,29.0,1.5,74.13,2.86,28.0,16.0
Residential,56262.0,80.0,29.0,1.0,17.43,2.86,28.0,16.0
Residential,49867.0,63.0,30.0,1.0,123.4,2.52,25.0,16.0
Residential,58026.0,94.0,32.0,1.86,14.0,2.94,32.0,11.0
Residential,125485.0,94.0,32.0,1.0,13.08,2.94,32.0,11.0
Residential,55280.0,109.0,36.0,1.25,44.0,3.21,34.0,16.0
Residential,177716.0,109.0,36.0,1.0,49.0,3.21,34.0,16.0
Residential,29269.0,51.0,25.0,1.5,89.0,2.68,19.0,11.0
Residential,39533.0,51.0,25.0,1.0,105.0,2.68,19.0,11.0
Residential,73807.0,58.0,23.0,1.25,124.5,2.64,22.0,10.0
Residential,10012.0,58.0,23.0,1.33,127.0,2.64,22.0,10.0
Residential,78452.0,91.0,45.0,1.29,120.57,2.28,40.0,21.0
Residential,34863.0,91.0,45.0,1.0,122.0,2.28,40.0,21.0
Residential,54718.0,63.0,30.0,1.67,120.33,2.52,25.0,16.0
Residential,58326.0,49.0,20.0,1.25,99.5,2.58,19.0,10.0
Residential,85567.0,24.0,11.0,1.2,95.3,2.18,11.0,2.0
Residential,74389.0,48.0,21.0,1.13,116.63,2.29,21.0,14.0
Residential,44502.0,40.0,16.0,1.2,122.0,2.86,14.0,6.0
Residential,49827.0,40.0,16.0,1.0,73.6,2.86,14.0,6.0
Residential,90941.0,179.0,51.0,1.89,11.56,3.58,50.0,17.0
Residential,278361.0,179.0,51.0,1.06,4.72,3.58,50.0,17.0
Residential,15446.0,32.0,13.0,1.0,6.0,2.91,11.0,9.0
Residential,152156.0,209.0,116.0,1.6,101.85,2.18,96.0,74.0
Residential,64557.0,209.0,116.0,1.3,119.4,2.18,96.0,74.0
Commercial,39157.0,388.0,182.0,1.33,120.33,2.44,159.0,95.0
Residential,507387.0,388.0,182.0,1.73,113.41,2.44,159.0,95.0
Residential,275764.0,388.0,182.0,1.16,104.04,2.44,159.0,95.0
Residential,39040.0,38.0,22.0,2.2,108.2,2.0,19.0,7.0
Residential,48407.0,38.0,22.0,1.29,92.14,2.0,19.0,7.0
Residential,49623.0,43.0,29.0,2.5,122.0,1.65,26.0,12.0
Commercial,1305029.0,256.0,82.0,2.05,51.95,3.24,79.0,3.0
Residential,12822.0,256.0,82.0,2.33,109.33,3.24,79.0,3.0
Residential,653952.0,256.0,82.0,2.25,4.45,3.24,79.0,3.0
Commercial,20734.0,48.0,14.0,1.0,2.25,3.69,13.0,2.0
Residential,232008.0,48.0,14.0,1.06,23.25,3.69,13.0,2.0
Residential,32847.0,44.0,17.0,1.5,121.0,2.75,16.0,4.0
Residential,21882.0,44.0,17.0,1.0,61.0,2.75,16.0,4.0
Residential,17166.0,22.0,8.0,1.5,122.0,2.75,8.0,3.0
Residential,15186.0,22.0,8.0,1.0,51.33,2.75,8.0,3.0
Residential,30239.0,118.0,47.0,3.0,122.0,2.81,42.0,22.0
Residential,72037.0,118.0,47.0,1.5,120.8,2.81,42.0,22.0
Residential,102828.0,118.0,47.0,1.0,55.19,2.81,42.0,22.0
Residential,29480.0,62.0,26.0,1.75,122.0,2.7,23.0,14.0
Residential,57505.0,62.0,26.0,1.17,92.83,2.7,23.0,14.0
Residential,202865.0,87.0,42.0,1.58,84.58,2.23,39.0,22.0
Residential,94879.0,87.0,42.0,1.08,103.5,2.23,39.0,22.0
Residential,154229.0,71.0,43.0,2.07,102.5,2.15,33.0,19.0
Residential,45682.0,71.0,43.0,1.17,48.0,2.15,33.0,19.0
Residential,92877.0,64.0,34.0,1.9,72.4,2.13,30.0,16.0
Residential,68085.0,64.0,34.0,1.13,113.25,2.13,30.0,16.0
Commercial,33863.0,49.0,23.0,3.0,99.0,2.58,19.0,17.0
Residential,34558.0,49.0,23.0,3.0,96.0,2.58,19.0,17.0
Residential,50970.0,49.0,23.0,2.0,75.33,2.58,19.0,17.0
Commercial,89389.0,37.0,25.0,2.67,116.67,2.18,17.0,14.0
Residential,116329.0,5.0,6.0,1.88,78.0,1.67,3.0,1.0
Residential,17701.0,5.0,6.0,1.2,73.2,1.67,3.0,1.0
Residential,53498.0,136.0,62.0,1.8,122.0,2.62,52.0,37.0
Residential,42393.0,136.0,62.0,1.5,96.5,2.62,52.0,37.0
Residential,165950.0,131.0,48.0,1.6,75.4,3.45,38.0,25.0
Residential,39574.0,131.0,48.0,1.0,101.67,3.45,38.0,25.0
Residential,59329.0,55.0,30.0,1.89,70.44,2.2,25.0,14.0
Residential,7594.0,55.0,30.0,1.0,0.0,2.2,25.0,14.0
Commercial,58466.0,200.0,100.0,1.4,117.2,2.6,77.0,51.0
Commercial,60795.0,200.0,100.0,2.0,74.67,2.6,77.0,51.0
Residential,125159.0,200.0,100.0,1.93,100.27,2.6,77.0,51.0
Residential,95416.0,200.0,100.0,1.11,109.89,2.6,77.0,51.0
Commercial,189734.0,16.0,7.0,1.14,72.71,3.2,5.0,4.0
Residential,27259.0,16.0,7.0,1.33,22.67,3.2,5.0,4.0
Residential,51569.0,16.0,7.0,1.67,78.33,3.2,5.0,4.0
Residential,71304.0,35.0,15.0,1.86,120.57,2.5,14.0,7.0
Commercial,38408.0,74.0,38.0,2.0,122.5,2.11,35.0,22.0
Residential,84393.0,74.0,38.0,1.6,91.7,2.11,35.0,22.0
Residential,61913.0,74.0,38.0,1.0,26.56,2.11,35.0,22.0
Residential,144518.0,57.0,28.0,2.1,120.1,2.19,26.0,16.0
Residential,26164.0,57.0,28.0,1.0,29.75,2.19,26.0,16.0
Residential,23694.0,46.0,28.0,1.33,34.0,1.84,25.0,18.0
Residential,48638.0,135.0,56.0,1.86,109.57,2.45,55.0,37.0
Residential,11102.0,135.0,56.0,1.0,72.67,2.45,55.0,37.0
Residential,60706.0,54.0,25.0,1.57,79.57,2.84,19.0,14.0
Residential,23040.0,71.0,25.0,2.0,122.33,3.09,23.0,6.0
Residential,10331.0,54.0,25.0,1.0,89.0,2.84,19.0,14.0
Residential,51260.0,71.0,36.0,1.75,99.0,2.45,29.0,23.0
Residential,29237.0,71.0,36.0,1.0,112.0,2.45,29.0,23.0
Residential,22036.0,44.0,31.0,2.5,112.0,2.1,21.0,15.0
Residential,27933.0,44.0,31.0,1.67,123.67,2.1,21.0,15.0
Commercial,159283.0,207.0,99.0,3.0,105.75,2.59,80.0,54.0
Residential,149385.0,207.0,99.0,2.13,110.13,2.59,80.0,54.0
Residential,90594.0,207.0,99.0,1.18,69.18,2.59,80.0,54.0
Residential,33874.0,22.0,11.0,2.0,128.0,2.44,9.0,7.0
Residential,208332.0,266.0,116.0,1.74,114.52,2.83,94.0,67.0
Residential,119023.0,266.0,116.0,1.0,78.05,2.83,94.0,67.0
Commercial,35572.0,171.0,85.0,2.5,56.0,2.28,75.0,52.0
Residential,184301.0,171.0,85.0,1.95,106.95,2.28,75.0,52.0
Residential,133488.0,171.0,85.0,1.0,89.82,2.28,75.0,52.0
Residential,187288.0,208.0,100.0,2.0,114.3,2.31,90.0,71.0
Residential,134531.0,208.0,100.0,1.15,68.77,2.31,90.0,71.0
Residential,68079.0,58.0,25.0,1.7,94.5,2.42,24.0,9.0
Residential,66146.0,58.0,25.0,1.0,93.78,2.42,24.0,9.0
Residential,22495.0,45.0,19.0,2.0,120.75,3.0,15.0,2.0
Residential,90869.0,45.0,19.0,1.0,95.82,3.0,15.0,2.0
Commercial,152569.0,22.0,11.0,1.5,109.5,2.44,9.0,7.0
Residential,11681.0,22.0,11.0,1.0,117.67,2.44,9.0,7.0
Residential,26288.0,51.0,16.0,1.33,109.33,3.19,16.0,12.0
Residential,33818.0,51.0,16.0,1.25,58.5,3.19,16.0,12.0
Residential,36102.0,47.0,18.0,1.67,29.67,2.76,17.0,10.0
Residential,14836.0,47.0,18.0,2.0,114.67,2.76,17.0,10.0
Residential,73610.0,64.0,35.0,1.83,79.5,2.29,28.0,22.0
Residential,15786.0,64.0,35.0,1.0,114.33,2.29,28.0,22.0
Residential,25701.0,45.0,15.0,2.25,123.25,3.75,12.0,8.0
Residential,96760.0,45.0,15.0,1.0,66.0,3.75,12.0,8.0
Residential,37344.0,47.0,10.0,1.8,103.4,4.7,10.0,4.0
Residential,55828.0,47.0,10.0,1.2,122.0,4.7,10.0,4.0
Residential,94570.0,64.0,28.0,2.0,118.75,2.46,26.0,17.0
Residential,108451.0,82.0,28.0,1.89,73.89,2.93,28.0,20.0
Residential,35867.0,82.0,28.0,1.67,89.0,2.93,28.0,20.0
Residential,69098.0,79.0,35.0,1.73,118.82,2.93,27.0,16.0
Residential,16353.0,28.0,17.0,1.5,61.0,1.87,15.0,11.0
Residential,66089.0,79.0,35.0,1.13,98.13,2.93,27.0,16.0
Residential,24423.0,75.0,30.0,1.6,91.2,2.68,28.0,23.0
Residential,23096.0,75.0,30.0,1.0,125.33,2.68,28.0,23.0
Residential,68090.0,63.0,31.0,2.11,119.44,2.25,28.0,21.0
Residential,31850.0,63.0,31.0,1.33,128.67,2.25,28.0,21.0
Commercial,66179.0,84.0,31.0,1.0,5.0,2.8,30.0,16.0
Commercial,206735.0,84.0,31.0,1.0,104.0,2.8,30.0,16.0
Residential,66439.0,84.0,31.0,1.0,3.5,2.8,30.0,16.0
Residential,102676.0,85.0,35.0,1.89,116.22,2.58,33.0,22.0
Residential,45051.0,85.0,35.0,1.2,120.2,2.58,33.0,22.0
Commercial,88396.0,28.0,17.0,2.67,83.67,1.87,15.0,11.0
Residential,16383.0,28.0,17.0,2.0,120.33,1.87,15.0,11.0
Commercial,218276.0,89.0,36.0,1.67,105.33,2.54,35.0,26.0
Commercial,246441.0,89.0,36.0,1.67,51.67,2.54,35.0,26.0
Residential,210235.0,89.0,36.0,1.5,56.0,2.54,35.0,26.0
Commercial,26500.0,95.0,56.0,1.5,61.0,1.9,50.0,39.0
Residential,177186.0,95.0,56.0,1.74,82.95,1.9,50.0,39.0
Residential,59703.0,95.0,56.0,1.2,75.6,1.9,50.0,39.0
Residential,93128.0,89.0,39.0,2.11,118.22,2.41,37.0,24.0
Commercial,23050.0,62.0,29.0,1.0,55.0,2.48,25.0,14.0
Commercial,33575.0,62.0,29.0,2.0,13.0,2.48,25.0,14.0
Residential,147880.0,62.0,29.0,2.14,74.14,2.48,25.0,14.0
Residential,189009.0,112.0,42.0,2.5,105.5,2.8,40.0,30.0
Residential,113444.0,110.0,43.0,2.11,106.22,2.68,41.0,27.0
Residential,55056.0,110.0,43.0,1.25,103.13,2.68,41.0,27.0
Residential,222050.0,82.0,47.0,2.11,78.0,1.91,43.0,21.0
Residential,23365.0,32.0,14.0,2.67,118.67,2.67,12.0,10.0
Residential,133202.0,102.0,47.0,2.2,104.4,2.32,44.0,36.0
Residential,106091.0,89.0,39.0,1.4,104.8,2.41,37.0,24.0
Residential,37199.0,102.0,47.0,1.33,89.0,2.32,44.0,36.0
Residential,218161.0,122.0,48.0,2.24,105.0,2.65,46.0,32.0
Residential,20755.0,122.0,48.0,1.5,112.0,2.65,46.0,32.0
Commercial,43615.0,139.0,48.0,2.5,122.0,3.09,45.0,31.0
Residential,140516.0,139.0,48.0,2.15,111.77,3.09,45.0,31.0
Residential,19237.0,139.0,48.0,1.0,61.0,3.09,45.0,31.0
Commercial,26796.0,124.0,65.0,1.5,61.0,2.14,58.0,47.0
Residential,139989.0,124.0,65.0,1.82,78.36,2.14,58.0,47.0
Residential,36106.0,124.0,65.0,1.29,73.0,2.14,58.0,47.0
Residential,23971.0,33.0,13.0,2.33,123.67,3.0,11.0,5.0
Residential,38187.0,33.0,13.0,1.0,81.33,3.0,11.0,5.0
Residential,160001.0,119.0,60.0,1.87,86.27,2.2,54.0,39.0
Residential,66655.0,119.0,60.0,1.0,112.83,2.2,54.0,39.0
Residential,87536.0,111.0,46.0,2.0,92.58,2.64,42.0,19.0
Residential,88128.0,111.0,46.0,1.27,107.55,2.64,42.0,19.0
Residential,126988.0,111.0,53.0,1.64,109.09,2.13,52.0,36.0
Residential,86241.0,111.0,53.0,1.3,103.9,2.13,52.0,36.0
Residential,120770.0,57.0,28.0,2.0,120.29,2.19,26.0,11.0
Residential,62797.0,40.0,18.0,1.17,97.25,2.67,15.0,5.0
Commercial,32709.0,243.0,89.0,2.5,116.5,2.93,83.0,51.0
Residential,267479.0,243.0,89.0,2.17,93.46,2.93,83.0,51.0
Residential,134782.0,243.0,89.0,1.4,36.6,2.93,83.0,51.0
Residential,203294.0,196.0,101.0,2.04,108.44,2.23,88.0,62.0
Residential,65797.0,196.0,101.0,1.22,110.67,2.23,88.0,62.0
Residential,290887.0,167.0,85.0,2.17,106.43,2.61,64.0,35.0
Residential,110814.0,167.0,85.0,1.27,101.87,2.61,64.0,35.0
Residential,327327.0,216.0,102.0,2.35,95.65,2.18,99.0,68.0
Residential,81262.0,216.0,102.0,1.5,64.25,2.18,99.0,68.0
Residential,74640.0,35.0,18.0,2.0,108.0,2.19,16.0,11.0
Residential,32622.0,35.0,18.0,1.5,122.0,2.19,16.0,11.0
Residential,52749.0,34.0,14.0,2.6,21.6,2.43,14.0,8.0
Residential,6577.0,34.0,14.0,1.0,0.0,2.43,14.0,8.0
Residential,84580.0,120.0,49.0,1.9,109.3,2.61,46.0,29.0
Residential,26068.0,34.0,18.0,2.33,92.0,2.27,15.0,3.0
Residential,46026.0,34.0,18.0,1.14,104.0,2.27,15.0,3.0
Residential,109395.0,51.0,24.0,2.13,92.5,2.32,22.0,5.0
Residential,109927.0,51.0,24.0,1.2,122.7,2.32,22.0,5.0
Residential,63691.0,78.0,34.0,2.17,111.33,2.36,33.0,16.0
Residential,142940.0,78.0,34.0,1.15,82.54,2.36,33.0,16.0
Residential,96764.0,72.0,31.0,1.9,119.0,2.4,30.0,15.0
Residential,97994.0,72.0,31.0,1.18,97.55,2.4,30.0,15.0
Residential,77757.0,79.0,38.0,1.8,121.0,2.26,35.0,14.0
Residential,126937.0,79.0,38.0,1.0,86.29,2.26,35.0,14.0
Residential,94679.0,65.0,24.0,2.0,122.0,2.83,23.0,3.0
Residential,99693.0,65.0,24.0,1.3,113.3,2.83,23.0,3.0
Residential,71345.0,120.0,49.0,1.09,125.18,2.61,46.0,29.0
Commercial,171124.0,49.0,22.0,1.33,38.17,2.45,20.0,12.0
Commercial,96986.0,49.0,22.0,1.83,100.83,2.45,20.0,12.0
Residential,47545.0,49.0,22.0,2.0,61.0,2.45,20.0,12.0
Residential,74998.0,107.0,40.0,2.11,124.11,3.34,32.0,19.0
Residential,78849.0,107.0,40.0,1.44,101.22,3.34,32.0,19.0
Commercial,134005.0,15.0,6.0,1.33,27.0,2.5,6.0,5.0
Residential,170378.0,62.0,35.0,2.0,74.57,2.14,29.0,20.0
Residential,88293.0,62.0,35.0,1.0,0.0,2.14,29.0,20.0
Residential,47184.0,80.0,30.0,1.0,86.0,2.67,30.0,19.0
Residential,46245.0,49.0,25.0,2.0,120.0,2.23,22.0,7.0
Commercial,693845.0,186.0,126.0,1.0,0.0,1.56,119.0,55.0
Commercial,1869805.0,4.0,1.0,1.33,32.33,4.0,1.0,1.0
Commercial,20508.0,63.0,18.0,2.5,61.0,3.71,17.0,12.0
Residential,51193.0,63.0,18.0,1.75,121.0,3.71,17.0,12.0
Residential,15218.0,63.0,18.0,1.33,65.33,3.71,17.0,12.0
Residential,26824.0,11.0,9.0,1.0,81.33,1.38,8.0,5.0
Residential,51521.0,44.0,14.0,1.0,82.5,3.14,14.0,6.0
Residential,103122.0,83.0,44.0,1.67,77.11,2.31,36.0,25.0
Residential,42254.0,83.0,44.0,1.0,88.33,2.31,36.0,25.0
Residential,19537.0,16.0,14.0,1.5,85.75,2.29,7.0,5.0
Residential,52620.0,54.0,21.0,1.4,91.2,2.84,19.0,17.0
Residential,94857.0,80.0,30.0,1.0,70.2,2.67,30.0,19.0
Residential,66796.0,64.0,32.0,2.0,131.33,2.29,28.0,20.0
Residential,43359.0,64.0,32.0,1.0,134.17,2.29,28.0,20.0
Commercial,72854.0,28.0,12.0,1.25,54.25,2.8,10.0,10.0
Residential,45432.0,28.0,12.0,2.2,100.6,2.8,10.0,10.0
Residential,5265.0,28.0,12.0,2.0,117.0,2.8,10.0,10.0
Commercial,160489.0,35.0,16.0,1.33,103.67,2.33,15.0,10.0
Residential,52625.0,35.0,16.0,1.8,76.8,2.33,15.0,10.0
Residential,47698.0,35.0,16.0,1.0,101.25,2.33,15.0,10.0
Residential,29648.0,26.0,10.0,1.0,0.0,3.25,8.0,5.0
Residential,150558.0,62.0,18.0,1.14,6.21,3.65,17.0,0.0
Residential,73488.0,26.0,9.0,1.33,86.83,2.89,9.0,3.0
Residential,38287.0,19.0,8.0,1.0,132.0,2.71,7.0,2.0
Residential,119180.0,75.0,39.0,1.73,111.91,2.08,36.0,22.0
Commercial,249730.0,20.0,8.0,1.0,25.0,2.5,8.0,3.0
Residential,22243.0,33.0,11.0,1.33,56.67,3.3,10.0,3.0
Residential,36787.0,33.0,11.0,1.0,98.6,3.3,10.0,3.0
Commercial,20206.0,49.0,25.0,1.0,96.5,2.23,22.0,7.0
Residential,128127.0,49.0,25.0,1.0,76.0,2.23,22.0,7.0
Residential,126566.0,71.0,37.0,1.91,122.0,2.22,32.0,13.0
Residential,122962.0,71.0,37.0,1.18,107.82,2.22,32.0,13.0
Commercial,27044.0,91.0,47.0,1.0,0.0,2.02,45.0,24.0
Residential,93361.0,91.0,47.0,2.0,120.78,2.02,45.0,24.0
Residential,120076.0,91.0,47.0,1.0,113.67,2.02,45.0,24.0
Residential,198361.0,106.0,53.0,2.0,104.5,2.3,46.0,23.0
Residential,105728.0,106.0,53.0,1.25,72.0,2.3,46.0,23.0
Residential,74811.0,75.0,39.0,1.29,71.29,2.08,36.0,22.0
Residential,112938.0,91.0,43.0,2.15,108.23,2.28,40.0,19.0
Residential,95010.0,91.0,43.0,1.0,109.25,2.28,40.0,19.0
Residential,30195.0,8.0,5.0,2.0,118.33,2.0,4.0,4.0
Residential,34346.0,47.0,20.0,1.33,125.67,2.47,19.0,7.0
Residential,31572.0,20.0,11.0,2.0,96.75,2.0,10.0,5.0
Residential,164999.0,20.0,11.0,1.17,112.0,2.0,10.0,5.0
Commercial,51972.0,55.0,29.0,1.0,0.0,1.9,29.0,24.0
Residential,88812.0,55.0,29.0,2.11,120.78,1.9,29.0,24.0
Residential,107287.0,55.0,29.0,1.0,92.92,1.9,29.0,24.0
Residential,78277.0,85.0,27.0,1.83,127.0,3.4,25.0,18.0
Residential,54829.0,85.0,27.0,1.0,80.0,3.4,25.0,18.0
Residential,40257.0,54.0,26.0,2.0,122.17,2.45,22.0,13.0
Residential,25234.0,54.0,26.0,1.0,81.33,2.45,22.0,13.0
Commercial,92338.0,99.0,44.0,1.5,120.0,2.54,39.0,24.0
Residential,120034.0,99.0,44.0,1.92,110.42,2.54,39.0,24.0
Residential,54119.0,99.0,44.0,1.17,77.5,2.54,39.0,24.0
Residential,61472.0,61.0,36.0,1.57,107.43,2.1,29.0,7.0
Residential,117340.0,61.0,36.0,1.0,110.55,2.1,29.0,7.0
Residential,250475.0,115.0,46.0,1.82,117.68,2.74,42.0,12.0
Residential,46698.0,115.0,46.0,1.0,81.86,2.74,42.0,12.0
Residential,80708.0,93.0,35.0,2.0,118.0,2.91,32.0,14.0
Residential,102925.0,93.0,35.0,1.09,95.36,2.91,32.0,14.0
Residential,120976.0,92.0,37.0,2.0,113.9,2.49,37.0,10.0
Residential,149825.0,92.0,37.0,1.14,78.29,2.49,37.0,10.0
Residential,183405.0,94.0,43.0,1.75,105.88,2.29,41.0,25.0
Residential,47453.0,94.0,43.0,1.17,106.67,2.29,41.0,25.0
Commercial,1887930.0,14.0,5.0,1.4,41.4,3.5,4.0,3.0
Residential,44848.0,65.0,28.0,2.25,120.75,2.41,27.0,8.0
Residential,114976.0,65.0,28.0,1.0,67.19,2.41,27.0,8.0
Residential,73926.0,61.0,28.0,1.67,102.0,2.44,25.0,9.0
Residential,57830.0,61.0,28.0,1.0,62.57,2.44,25.0,9.0
Residential,45743.0,102.0,41.0,2.0,121.33,2.49,41.0,29.0
Residential,101516.0,102.0,41.0,1.14,60.57,2.49,41.0,29.0
Residential,52553.0,66.0,29.0,1.4,75.2,2.75,24.0,13.0
Residential,65565.0,66.0,29.0,1.0,109.5,2.75,24.0,13.0
Residential,41161.0,50.0,24.0,2.0,115.0,2.5,20.0,9.0
Residential,92124.0,50.0,24.0,1.0,82.4,2.5,20.0,9.0
Residential,80950.0,79.0,32.0,2.2,123.0,2.47,32.0,18.0
Residential,130074.0,79.0,32.0,1.09,83.36,2.47,32.0,18.0
Residential,187218.0,96.0,42.0,1.31,32.54,2.29,42.0,36.0
Residential,61863.0,96.0,42.0,1.0,19.75,2.29,42.0,36.0
Residential,110902.0,61.0,32.0,2.29,68.29,2.18,28.0,10.0
