Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination
 Blitz tournament ,Xiinn,furiacalchaqui,1-0,2016.06.30,22:24:30,1680,1931,19.0,-20.0,A04,Reti Opening,300+0,Abandoned
 Blitz ,mauri1989,AQ420,1-0,2016.06.30,22:24:22,1998,1095,0.0,0.0,B27,Sicilian Defense,180+0,Normal
 Blitz ,bmv,sych4,0-1,2016.06.30,22:24:27,1802,1890,-8.0,8.0,C55,"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit",300+0,Normal
 Blitz ,balatontravelagency,snatchmaster1,0-1,2016.06.30,22:24:22,1808,1458,-20.0,32.0,D02,Queen's Pawn Game: Krause Variation,300+0,Time forfeit
 Classical ,carlit,zealfredo,0-1,2016.06.30,22:24:21,1883,1983,-7.0,8.0,B40,Sicilian Defense: Pin Variation,600+5,Normal
 Blitz ,Josemar,bobviivi,1-0,2016.06.30,22:24:27,1842,1785,9.0,-8.0,A40,Horwitz Defense,300+0,Normal
 Blitz tournament ,Supercerebraco,dancg,1-0,2016.06.30,22:24:30,1761,1928,15.0,-18.0,D02,Queen's Pawn Game: Zukertort Variation,300+0,Normal
 Blitz tournament ,ChessPlayer1973,migus,0-1,2016.06.30,22:24:30,1682,1967,-4.0,4.0,C00,Rat Defense: Small Center Defense,300+0,Normal
 Blitz ,CapitanSgracchio,arkadi1958,0-1,2016.06.30,22:24:29,1935,1860,-13.0,13.0,C44,Scotch Game: Scotch Gambit,180+2,Normal
 Blitz tournament ,sprbrrng,MastaSlaya,0-1,2016.06.30,22:24:30,1785,1941,-7.0,7.0,C01,"French Defense: Winawer Variation, Delayed Exchange Variation",300+0,Normal
 Classical ,Takamaka,Passanante,0-1,2016.06.30,22:24:26,2068,1968,-13.0,14.0,B07,Pirc Defense,600+10,Normal
 Blitz ,jareoski,speedysteady,1-0,2016.06.30,22:24:30,1229,1104,7.0,-45.0,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,360+0,Time forfeit
 Blitz ,paquetoro,FBF,1-0,2016.06.30,22:24:30,2056,2056,11.0,-11.0,B01,"Scandinavian Defense: Main Line, Leonhardt Gambit",180+2,Normal
 Classical ,neurilene,Elif601,1-0,2016.06.30,22:24:33,1408,1738,20.0,-77.0,C22,Center Game: Berger Variation,180+8,Normal
 Blitz ,IRJA2016,marijana121,0-1,2016.06.30,22:24:32,2150,2250,-7.0,8.0,B00,St. George Defense,180+0,Time forfeit
 Bullet ,ksw913,LovelyKnights,0-1,2016.06.30,22:24:31,1552,1563,-11.0,10.0,B10,Caro-Kann Defense,120+0,Time forfeit
 Bullet ,basil456,nb49,0-1,2016.06.30,22:24:26,1216,1528,-4.0,6.0,C55,Italian Game: Anti-Fried Liver Defense,120+0,Normal
 Classical ,Cinthia-Britos,fajta,1-0,2016.06.30,22:24:32,1956,1981,11.0,-13.0,A23,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",480+0,Normal
 Blitz ,vate,pooi,1-0,2016.06.30,22:24:30,1651,1629,10.0,-9.0,E11,Bogo-Indian Defense: Vitolins Variation,180+0,Normal
 Bullet tournament ,chessman2212,Slyh,0-1,2016.06.30,22:24:33,1382,1488,-33.0,10.0,A00,Van't Kruijs Opening,60+0,Time forfeit
 Bullet tournament ,JohnMadden,RoepStoep,1-0,2016.06.30,22:24:33,2158,2157,12.0,-14.0,A15,"English Opening: Anglo-Indian Defense, Scandinavian Defense",60+0,Time forfeit
 Bullet ,plutarco11,nm20,0-1,2016.06.30,22:24:33,1968,1864,-13.0,15.0,B20,Sicilian Defense,60+0,Time forfeit
 Classical ,mero_moon,StudiousOne,1-0,2016.06.30,22:24:34,1732,1249,2.0,-2.0,B07,Pirc Defense #4,300+8,Normal
 Classical ,BerniiRomero,plota,0-1,2016.06.30,22:24:33,1706,1658,-12.0,14.0,C21,Danish Gambit,600+2,Normal
 Blitz ,Ristonie,izych,0-1,2016.06.30,22:24:34,1362,1465,-9.0,8.0,C45,Scotch Game,300+2,Normal
 Classical ,K6S1,Charlopita,0-1,2016.06.30,22:24:34,1867,1754,-14.0,15.0,B40,"Sicilian Defense: French Variation, Normal",600+0,Normal
 Blitz ,Kymovich,em12,1-0,2016.06.30,22:24:37,2242,2231,10.0,-10.0,E00,Catalan Opening,180+0,Normal
 Blitz ,Begemot777,yooztak,0-1,2016.06.30,22:24:39,2211,1856,-121.0,17.0,D20,Queen's Gambit Accepted: Old Variation,180+0,Normal
 Blitz ,ignatiusJReilly,KingBrown,1-0,2016.06.30,22:24:39,1533,1454,8.0,-9.0,D02,Queen's Gambit Refused: Baltic Defense,180+5,Normal
 Correspondence ,Emerchess,Bunnypop,1-0,2016.06.30,22:24:34,1817,1940,14.0,-29.0,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",-,Normal
 Blitz ,ghesmatee,NJRay66,0-1,2016.06.30,22:24:38,1242,1381,-7.0,7.0,D00,Queen's Pawn Game,300+2,Normal
 Blitz tournament ,pacman2016,Leorodovalho88,0-1,2016.06.30,22:24:39,1746,1848,-8.0,9.0,B22,Sicilian Defense: Alapin Variation,180+0,Normal
 Blitz tournament ,chm00002,AtanasovAco,1-0,2016.06.30,22:24:39,1795,2181,22.0,-22.0,B06,Robatsch (Modern) Defense,180+0,Time forfeit
 Blitz ,arielfisher1983,Raffelsnitch,0-1,2016.06.30,22:24:31,1573,1652,-9.0,9.0,D10,Slav Defense,180+0,Normal
 Blitz ,joonasmate,onatinak,1-0,2016.06.30,22:24:39,1670,1667,11.0,-11.0,C60,"Ruy Lopez: Cozio Defense, Paulsen Variation",300+0,Time forfeit
 Classical ,heitordarosa2,RiceMuncher,1-0,2016.06.30,22:24:42,1462,1508,12.0,-11.0,C23,Bishop's Opening: Philidor Counterattack,420+5,Normal
 Blitz tournament ,Blueagle,hadynthepadawan,0-1,2016.06.30,22:24:39,2021,1855,-18.0,16.0,C40,Latvian Gambit,180+0,Normal
 Classical ,flot123,Roody,1-0,2016.06.30,22:24:35,1700,1730,13.0,-13.0,D00,Queen's Pawn Game #2,300+8,Normal
 Blitz ,companal2,spaskaspaski,1-0,2016.06.30,22:24:31,1746,1815,13.0,-14.0,C23,Bishop's Opening,360+0,Normal
 Blitz ,steriade,novichokk,0-1,2016.06.30,22:24:44,1752,1740,-11.0,11.0,D20,Queen's Gambit Accepted,300+0,Normal
 Bullet ,abner93rubiks,kpinheiro,1-0,2016.06.30,22:24:43,1322,1457,15.0,-15.0,C02,"French Defense: Advance Variation, Nimzowitsch System",0+2,Time forfeit
 Blitz ,petrovself,Eduartemarte,0-1,2016.06.30,22:24:43,1454,1257,-130.0,15.0,A40,Englund Gambit,360+0,Normal
 Blitz tournament ,robertchess92,roodian,1-0,2016.06.30,22:24:45,2269,2117,11.0,-7.0,B32,Sicilian Defense: Kalashnikov Variation,180+2,Normal
 Bullet ,Gabopiano,batman2025,1-0,2016.06.30,22:24:44,1886,1766,7.0,-7.0,A01,Nimzo-Larsen Attack: Classical Variation,120+0,Time forfeit
 Blitz tournament ,Zhengan_Chen,Goligoski,0-1,2016.06.30,22:24:45,1567,1564,-11.0,11.0,A08,King's Indian Attack,300+0,Time forfeit
 Blitz tournament ,gmvladimir,MiKoS89,1-0,2016.06.30,22:24:45,1568,1496,9.0,-8.0,C45,Scotch Game: Classical Variation,300+0,Normal
 Classical ,pierre424,richard7226,1-0,2016.06.30,22:24:46,1401,1396,11.0,-11.0,C21,Center Game,480+0,Normal
 Bullet ,lamiaras,gusigusi,0-1,2016.06.30,22:24:40,1752,1870,-7.0,8.0,A00,Mieses Opening,0+3,Normal
 Bullet ,T_LUKE,stander87,0-1,2016.06.30,22:24:46,1935,2049,-9.0,7.0,B80,"Sicilian Defense: Scheveningen Variation, English Attack #2",120+0,Normal
 Bullet ,fsanna,sorroleon76,1-0,2016.06.30,22:24:46,1860,1889,12.0,-12.0,A04,Zukertort Opening: Speelsmet Gambit,0+1,Time forfeit
 Blitz ,NotirD,Nikolaos79,1-0,2016.06.30,22:24:47,1910,1932,12.0,-10.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit
 Blitz ,Korlymov,dosadenpensioner,0-1,2016.06.30,22:24:47,2097,2080,-11.0,11.0,C00,Rat Defense: Small Center Defense,180+0,Normal
 Bullet ,JessicaRubbit,EricSinger,1-0,2016.06.30,22:24:47,1939,1667,4.0,-4.0,C00,Rat Defense: Small Center Defense,60+0,Normal
 Blitz ,Denis171985,dariolanfranco,1-0,2016.06.30,22:24:47,1707,1500,5.0,-96.0,B20,Sicilian Defense: Bowdler Attack,300+0,Normal
 Bullet ,BogdanC,Moep_Meep,0-1,2016.06.30,22:24:41,1370,1415,-10.0,10.0,B06,Modern Defense,60+0,Time forfeit
 Classical tournament ,Mtal04,eleni-skandali,1-0,2016.06.30,22:24:48,2008,1608,3.0,-2.0,C41,Philidor Defense: Exchange Variation #2,600+0,Normal
 Blitz ,johnsama,SmirnovD,0-1,2016.06.30,22:24:43,1690,1815,-7.0,7.0,C34,"King's Gambit Accepted, Fischer Defense",360+0,Normal
 Classical ,Temptations,akhenaton,1-0,2016.06.30,22:24:47,1759,1742,10.0,-10.0,A00,Hungarian Opening,600+0,Normal
 Classical tournament ,cmp42,DonQyf,1-0,2016.06.30,22:24:48,1781,1532,5.0,-5.0,C23,Bishop's Opening: Khan Gambit,600+0,Normal
 Blitz tournament ,chess_rat,shuhaib99,0-1,2016.06.30,22:24:45,1392,1505,-8.0,8.0,A07,King's Indian Attack: Sicilian Variation,300+0,Normal
 Classical tournament ,artix_m_tour,gpoly,0-1,2016.06.30,22:24:48,1729,1669,-14.0,14.0,A00,Van Geet Opening,600+0,Normal
 Blitz ,restbetrag,politux,0-1,2016.06.30,22:24:44,1544,1663,-8.0,8.0,B32,Sicilian Defense: Open #3,240+0,Normal
 Blitz ,ludochess,Niiick,1-0,2016.06.30,22:24:50,2182,2154,10.0,-9.0,A47,Queen's Indian Defense,180+2,Normal
 Classical tournament ,darmes,whitty1973,1-0,2016.06.30,22:24:48,1561,1585,13.0,-13.0,B07,King's Pawn Game: Maroczy Defense,600+0,Normal
 Blitz ,king_of_nowhere,MontessoriChess,1-0,2016.06.30,22:24:51,2275,2152,8.0,-7.0,A42,"Modern Defense: Averbakh System, Randspringer Variation",180+0,Time forfeit
 Blitz ,brianthelian,AFumbuja,1-0,2016.06.30,22:24:50,1364,1244,7.0,-7.0,C60,Ruy Lopez: Spanish Countergambit,180+0,Normal
 Blitz ,isamutlu,misterno100,1-0,2016.06.30,22:24:47,1477,1288,10.0,-5.0,C41,Philidor Defense #2,300+2,Normal
 Bullet ,mightydogg,jugando90,1-0,2016.06.30,22:24:51,1841,1848,12.0,-10.0,A40,Horwitz Defense,60+0,Normal
 Bullet ,vladasarlo,knight33,0-1,2016.06.30,22:24:51,1548,1549,-11.0,11.0,C44,Scotch Game: Goering Gambit,120+1,Normal
 Classical ,Squidybragado,ViktorPendragon,0-1,2016.06.30,22:24:49,1524,1588,-9.0,9.0,C41,Philidor Defense: Larsen Variation,900+0,Time forfeit
 Bullet ,cloudy_pawn,lukki67,0-1,2016.06.30,22:24:53,1870,2098,-4.0,5.0,D11,Slav Defense: Quiet Variation,90+2,Normal
 Bullet tournament ,Igor_Vechil,Pekda,0-1,2016.06.30,22:24:51,1900,2261,-2.0,3.0,A41,Modern Defense,60+0,Time forfeit
 Blitz ,I-SlaydraKYD,anildxb,1-0,2016.06.30,22:24:48,1841,1889,12.0,-11.0,A10,English Opening: Great Snake Variation,300+0,Normal
 Bullet tournament ,lchuza_otro,king-Masinissa,1-0,2016.06.30,22:24:51,1608,2035,21.0,-22.0,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",60+0,Time forfeit
 Blitz ,spidermach,dondik96,0-1,2016.06.30,22:24:50,1733,1785,-9.0,9.0,A21,"English Opening: King's English Variation, Reversed Sicilian",300+2,Normal
 Classical ,cacheyourdreams,lea09,0-1,2016.06.30,22:24:53,1872,1943,-8.0,9.0,D10,Slav Defense #2,300+5,Normal
 Classical ,AkibaGoldstein,mehrdad7shejan,1-0,2016.06.30,22:24:54,1867,1567,4.0,-3.0,C44,Scotch Game,1140+0,Normal
 Classical ,robocup1,LelouchV1,0-1,2016.06.30,22:24:58,1780,1416,-19.0,28.0,D02,Queen's Pawn Game: Chigorin Variation,900+15,Normal
 Blitz ,petisolancero,TonyRo,1-0,2016.06.30,22:24:55,2133,2236,14.0,-13.0,C10,French Defense: Rubinstein Variation,180+0,Normal
 Blitz ,Murmeltier28,acaro,0-1,2016.06.30,22:24:54,1761,1312,-20.0,23.0,C30,King's Gambit Declined: Keene's Defense #2,300+0,Time forfeit
 Blitz ,bombascter,steredo,0-1,2016.06.30,22:24:58,1965,1936,-13.0,12.0,A58,Benko Gambit: Zaitsev System,180+2,Normal
 Blitz ,Sotomartinez,book_fan,1-0,2016.06.30,22:24:55,1349,1813,25.0,-21.0,C00,French Defense: Knight Variation,180+2,Normal
 Blitz ,danielreboredo,piperskiJejts,1/2-1/2,2016.06.30,22:24:55,2003,1770,-7.0,7.0,B06,Modern Defense,180+0,Time forfeit
 Classical ,Mr35vn,helioluciod,0-1,2016.06.30,22:24:54,1888,1937,-10.0,10.0,C24,Bishop's Opening: Berlin Defense,300+8,Normal
 Blitz ,oldeagle,geroronimo,0-1,2016.06.30,22:24:52,1681,2092,-2.0,2.0,C00,French Defense: Knight Variation,300+1,Normal
 Blitz tournament ,MorphyOmar,ildivinojohnny,0-1,2016.06.30,22:25:01,1868,1943,-10.0,9.0,A48,London System,180+0,Normal
 Bullet ,potsy722,remoki,1-0,2016.06.30,22:24:58,1895,1882,9.0,-11.0,C30,"King's Gambit Declined, Queen's Knight Defense",60+0,Normal
 Blitz ,radio_mydonose,avivatico2,1-0,2016.06.30,22:25:00,1794,1797,12.0,-10.0,D00,Queen's Pawn Game #2,180+0,Normal
 Blitz tournament ,NeUmeuIgrat,VBA2016,1-0,2016.06.30,22:25:01,1915,1522,3.0,-3.0,C44,Scotch Game,180+0,Normal
 Blitz ,ChessPB89,Powerdonok,0-1,2016.06.30,22:24:58,2333,2457,-7.0,7.0,A33,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",180+0,Normal
 Blitz tournament ,hashemam,bujang88,0-1,2016.06.30,22:25:01,1642,1695,-9.0,10.0,B30,Sicilian Defense: Old Sicilian,300+0,Time forfeit
 Blitz ,Asinya,espanhaman,1/2-1/2,2016.06.30,22:25:00,1655,1721,2.0,-2.0,C41,Philidor Defense #3,420+0,Time forfeit
 Blitz tournament ,Marcello2015,Octa99,1-0,2016.06.30,22:25:01,1789,1560,4.0,-6.0,C41,Philidor Defense #3,300+0,Normal
 Blitz tournament ,narfito,Vanir,1-0,2016.06.30,22:25:01,1185,1641,34.0,-176.0,B02,Alekhine Defense: Maroczy Variation,300+0,Time forfeit
 Blitz ,nickohetnandez,IKingHenz,0-1,2016.06.30,22:24:59,1172,1231,-12.0,10.0,A00,Van't Kruijs Opening,300+0,Time forfeit
 Blitz ,RobRigatoni,GY1986,0-1,2016.06.30,22:25:02,1673,1547,-14.0,16.0,C00,French Defense: Normal Variation,300+0,Normal
 Blitz ,axelus,christiaanps,1-0,2016.06.30,22:25:02,1425,1464,12.0,-11.0,A10,English Opening,300+0,Time forfeit
 Blitz tournament ,tolia,MarcHAssassin,1-0,2016.06.30,22:25:01,1894,1669,5.0,-5.0,C28,Bishop's Opening: Vienna Hybrid,300+0,Normal
 Bullet ,bennjamin,Albertinho,1-0,2016.06.30,22:25:01,1237,1331,15.0,-14.0,C02,French Defense: Advance Variation #3,60+2,Normal
 Bullet ,ALEXERRICO,kylefantastic,1-0,2016.06.30,22:25:01,1863,1802,9.0,-10.0,A00,Saragossa Opening,120+0,Normal
 Blitz tournament ,Igor76,eruditbattle_ru,0-1,2016.06.30,22:25:01,1939,1951,-10.0,10.0,B21,Sicilian Defense: McDonnell Attack,300+0,Normal
 Classical ,jil141,demo81,1-0,2016.06.30,22:24:59,1818,1821,11.0,-11.0,D30,Queen's Gambit Declined,900+1,Normal
 Classical ,ebrahimsaed,spworks,1-0,2016.06.30,22:25:06,1952,1914,10.0,-11.0,C23,Bishop's Opening,600+0,Normal
 Bullet ,tiltCHIMP,t_b,1-0,2016.06.30,22:25:02,1776,1566,6.0,-5.0,A40,Modern Defense,60+0,Normal
 Bullet ,Sonico2015,ppiwo,0-1,2016.06.30,22:25:02,1172,1277,-10.0,8.0,B54,Sicilian Defense,120+0,Time forfeit
 Bullet ,RSimon,LexLawless,0-1,2016.06.30,22:25:04,2003,1924,-13.0,15.0,B06,Modern Defense: Three Pawns Attack,120+1,Normal
 Bullet ,E27,HasanAgha,1-0,2016.06.30,22:25:06,1659,1476,6.0,-6.0,A00,Van't Kruijs Opening,60+2,Time forfeit
 Bullet ,le_batman,jr-tijuana,1-0,2016.06.30,22:25:06,1972,1828,7.0,-7.0,B12,Caro-Kann Defense: Advance Variation,60+0,Normal
 Bullet ,Abisoftware,Marcelopulus,1-0,2016.06.30,22:25:07,1815,1729,8.0,-9.0,A01,Nimzo-Larsen Attack: English Variation,60+0,Time forfeit
 Bullet ,archcplotter,Ser3196,0-1,2016.06.30,22:25:02,1315,1540,-12.0,6.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,120+0,Normal
 Blitz ,knightrider49,thegreatpretender,0-1,2016.06.30,22:25:07,1537,1687,-7.0,7.0,D00,Queen's Pawn Game: Levitsky Attack,180+0,Time forfeit
 Blitz ,alegriblog,deen13,1-0,2016.06.30,22:25:01,2150,1850,5.0,-3.0,C41,Philidor Defense: Exchange Variation,300+0,Normal
 Bullet tournament ,ChecksMix,trashcan,1-0,2016.06.30,22:25:07,1747,1677,9.0,-9.0,D06,Queen's Gambit Refused: Marshall Defense,60+0,Time forfeit
 Bullet tournament ,fernandes20000,zdiegol,0-1,2016.06.30,22:25:07,1734,1725,-12.0,12.0,C00,French Defense #2,60+0,Time forfeit
 Bullet ,Scoony30p,MNKarpov,1-0,2016.06.30,22:25:09,1341,1413,14.0,-14.0,A00,Van't Kruijs Opening,0+3,Normal
 Bullet tournament ,taleguito,enigmahack,1-0,2016.06.30,22:25:07,2031,1814,5.0,-5.0,D03,Queen's Pawn Game: Torre Attack,60+0,Time forfeit
 Bullet tournament ,chupakabr,PriusFide,0-1,2016.06.30,22:25:07,2046,2198,-8.0,6.0,C02,French Defense: Advance Variation #4,60+0,Time forfeit
 Blitz ,gronald,owlishyogi,0-1,2016.06.30,22:25:08,1781,1849,-9.0,8.0,B32,Sicilian Defense: Open #3,300+0,Time forfeit
 Classical ,Raylson,Dexter100,0-1,2016.06.30,22:25:07,1452,1513,-21.0,9.0,C40,Gunderam Defense,600+0,Normal
 Blitz ,xmen69,Mouloune2,0-1,2016.06.30,22:25:06,1556,1602,-9.0,9.0,A00,Van't Kruijs Opening,300+3,Normal
 Blitz ,DuckGoesQuack,Jacob2003,1-0,2016.06.30,22:25:09,1274,1500,13.0,-321.0,B02,Alekhine Defense: John Tracy Gambit,60+3,Normal
 Blitz ,paulov63,SNEAKY_PAWN,1-0,2016.06.30,22:24:48,1927,1987,15.0,-12.0,E10,Blumenfeld Countergambit #2,300+0,Time forfeit
 Blitz ,beto_saba,mcalderon,1-0,2016.06.30,22:25:09,1793,1603,5.0,-6.0,B01,Scandinavian Defense,300+0,Normal
 Blitz ,cesarpr78,bolasamenazantes,0-1,2016.06.30,22:25:09,1672,1545,-13.0,31.0,D00,Queen's Pawn Game,180+3,Normal
 Blitz ,stas_cheburator,sfanelCSS,0-1,2016.06.30,22:25:09,1692,1661,-33.0,11.0,A10,English Opening: Great Snake Variation,300+4,Normal
 Classical ,LICHESSPLAYER001,egor63,0-1,2016.06.30,22:25:13,1624,1684,-9.0,10.0,C45,Scotch Game,1500+0,Time forfeit
 Blitz ,themoonman,cheesegood,1-0,2016.06.30,22:25:10,952,1131,24.0,-16.0,C00,French Defense: Knight Variation,360+2,Normal
 Blitz ,ishak37,zeweeer,1-0,2016.06.30,22:25:12,2102,2044,10.0,-11.0,C00,French Defense: Steinitz Attack,300+3,Normal
 Classical ,Unknown4u,Ed6g9qar,0-1,2016.06.30,22:25:11,2125,1909,-18.0,135.0,C45,Scotch Game: Classical Variation,1800+0,Normal
 Classical ,kopchess,Timothyvh,0-1,2016.06.30,22:25:14,1560,1846,-9.0,6.0,C00,French Defense: Queen's Knight,1200+0,Normal
 Blitz ,Dieguin,SRV9497,1-0,2016.06.30,22:25:14,1682,1568,7.0,-8.0,C25,Vienna Game: Omaha Gambit,180+0,Normal
 Blitz ,Mr-Majesty,galmate,0-1,2016.06.30,22:25:13,1548,1537,-11.0,11.0,C00,French Defense: Two Knights Variation,300+0,Normal
 Blitz ,GPJdavid15,m7667503,1-0,2016.06.30,22:25:14,1610,1841,17.0,-19.0,B20,Sicilian Defense: Bowdler Attack,180+2,Time forfeit
 Bullet ,liparrene,zafarynl,1-0,2016.06.30,22:25:15,1907,1865,9.0,-10.0,A06,Zukertort Opening: Old Indian Attack,60+0,Time forfeit
 Blitz ,tuborg,kives,1-0,2016.06.30,22:25:13,1669,1918,19.0,-18.0,A15,English Opening: Anglo-Indian Defense,180+2,Time forfeit
 Classical ,Fernando_Fontes,cartgolf1,0-1,2016.06.30,22:25:15,1760,1803,-9.0,10.0,D00,Queen's Pawn Game #2,960+0,Normal
 Blitz ,kukarex,dirtylittleboy,0-1,2016.06.30,22:25:12,1323,1416,-8.0,8.0,B01,Scandinavian Defense: Main Line,180+0,Normal
 Bullet ,manormarussia,troyzabadani,1-0,2016.06.30,22:25:16,1651,1309,3.0,-4.0,C39,"King's Gambit Accepted, Kieseritzky Gambit, Cotter Gambit",120+0,Normal
 Blitz ,Bnasty,ferelaviador,0-1,2016.06.30,22:25:16,1412,1616,-6.0,5.0,B54,Sicilian Defense #2,180+0,Normal
 Bullet ,chessosa,ptahiri17,1-0,2016.06.30,22:24:54,1884,1872,11.0,-11.0,B10,Caro-Kann Defense: Breyer Variation,60+0,Time forfeit
 Blitz ,mito13,IsraelAlcaraz,1/2-1/2,2016.06.30,22:25:16,1730,1762,1.0,-1.0,C41,Philidor Defense #3,180+0,Normal
 Classical ,ayatkobra,mtran,1-0,2016.06.30,22:25:16,2104,1742,4.0,-3.0,B20,Sicilian Defense: Bowdler Attack,600+1,Normal
 Bullet ,Nordefjorden,Munich,0-1,2016.06.30,22:25:16,1317,1780,-2.0,2.0,A00,Van't Kruijs Opening,30+1,Time forfeit
 Blitz ,dmitriy_33,SteffeF,0-1,2016.06.30,22:25:16,1896,1941,-10.0,10.0,A40,Horwitz Defense,300+0,Time forfeit
 Classical ,Sarcoma,becauseeyle,1-0,2016.06.30,22:25:19,1705,1622,9.0,-8.0,B21,Sicilian Defense: Smith-Morra Gambit #2,1800+0,Time forfeit
 Bullet ,mxm123,grabarz91,0-1,2016.06.30,22:25:17,1656,1487,-14.0,94.0,D02,Queen's Pawn Game: London System,60+1,Time forfeit
 Bullet ,benben10,Itseyce,1-0,2016.06.30,22:25:17,1446,1549,15.0,-14.0,C01,French Defense: Exchange Variation,60+0,Time forfeit
 Bullet ,ruslanschandorff,Vinvin,0-1,2016.06.30,22:25:19,2051,2138,-8.0,7.0,A40,Englund Gambit Complex: Zilbermints Gambit,60+0,Time forfeit
 Blitz ,Apolocreed,doubleentendres,1/2-1/2,2016.06.30,22:25:15,2124,2148,1.0,-1.0,B16,Caro-Kann Defense: Bronstein-Larsen Variation,180+0,Normal
 Bullet ,Macxsimus,BeautifulSquares,0-1,2016.06.30,22:24:56,1873,1725,-15.0,15.0,C55,"Italian Game: Two Knights Defense, Open Variation",60+0,Time forfeit
 Classical ,Redicolf-GH,GGZ88,0-1,2016.06.30,22:25:22,1380,1441,-9.0,9.0,C23,Bishop's Opening,600+0,Normal
 Classical ,lesnic,vonderbrus,0-1,2016.06.30,22:25:16,1916,1837,-16.0,13.0,A30,English Opening: Symmetrical Variation,600+0,Normal
 Blitz ,pyramidsofthesun,prpj,1-0,2016.06.30,22:25:16,1856,1837,10.0,-11.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+3,Normal
 Blitz ,Green_Tea,Espia27,0-1,2016.06.30,22:25:18,1389,1514,-8.0,8.0,C02,"French Defense: Advance Variation, Paulsen Attack",420+0,Time forfeit
 Blitz ,NOXO,GHT54,0-1,2016.06.30,22:25:21,1505,1819,-4.0,3.0,D04,"Queen's Pawn Game: Colle System, Anti-Colle",300+3,Normal
 Blitz ,RMortensen88,canadiancenter,1-0,2016.06.30,22:25:22,2125,2111,10.0,-10.0,D70,"Indian Game: Anti-Gruenfeld, Alekhine Variation",180+0,Normal
 Bullet ,topins,carpachot,1-0,2016.06.30,22:25:23,1716,1664,9.0,-10.0,A00,Hungarian Opening,60+0,Time forfeit
 Blitz ,suizo,martino67,0-1,2016.06.30,22:25:25,1480,1706,-5.0,17.0,D01,Queen's Pawn Game: Chigorin Variation,300+0,Normal
 Classical ,bauerl95,Fedesvin,1-0,2016.06.30,22:25:25,1453,1508,14.0,-13.0,B20,Sicilian Defense: Bowdler Attack,300+8,Normal
 Blitz ,esd125,Alay77,0-1,2016.06.30,22:25:26,1540,1804,-4.0,4.0,C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",300+0,Normal
 Bullet tournament ,bastimento,DevilFish,0-1,2016.06.30,22:25:28,2038,2225,-6.0,7.0,A43,Queen's Pawn Game: Liedmann Gambit,60+0,Normal
 Classical ,Ferman1462,ostadreza,1-0,2016.06.30,22:25:26,2031,2050,11.0,-10.0,D21,Queen's Gambit Accepted: Slav Gambit,600+0,Normal
 Classical ,pedonesolitario,Dojotunes,1-0,2016.06.30,22:25:26,1455,1537,14.0,-13.0,B01,Scandinavian Defense,480+2,Normal
 Classical ,Applesauce136,zorankal57,0-1,2016.06.30,22:25:27,1801,2186,-2.0,2.0,B18,Caro-Kann Defense: Classical Variation,600+0,Normal
 Bullet ,ZayZay,SOLODSV72,0-1,2016.06.30,22:25:27,1308,1354,-15.0,10.0,B00,Nimzowitsch Defense,120+0,Normal
 Classical ,folxc,rayanshirinfekr,1-0,2016.06.30,22:25:24,1796,1754,11.0,-9.0,C41,Philidor Defense #3,480+10,Time forfeit
 Bullet ,PTChess,malikmat,0-1,2016.06.30,22:25:24,1595,1650,-10.0,9.0,B00,Owen Defense,60+0,Time forfeit
 Classical ,elpardo,FATE-1,1-0,2016.06.30,22:25:23,2131,2129,10.0,-10.0,E10,Blumenfeld Countergambit #2,900+0,Normal
 Bullet ,SelectioNaturalis,dunny,0-1,2016.06.30,22:25:27,1834,1853,-10.0,10.0,B23,Sicilian Defense: Closed Variation,60+0,Normal
 Blitz tournament ,kyoday,Kamb,0-1,2016.06.30,22:25:25,1901,1987,-9.0,9.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Normal
 Blitz ,Elif601,Pablov,1-0,2016.06.30,22:25:28,1430,1394,16.0,-10.0,C41,Philidor Defense #3,240+0,Time forfeit
 Classical ,crogan,coscorron,1-0,2016.06.30,22:25:30,1808,1746,9.0,-9.0,C68,Ruy Lopez: Exchange Variation,900+0,Normal
 Blitz ,jairojairojairo,katehon,1-0,2016.06.30,22:25:29,1974,1707,5.0,-3.0,D10,Slav Defense #2,240+0,Normal
 Bullet tournament ,el3ph4nt,Ephraeim,0-1,2016.06.30,22:25:28,1940,2079,-7.0,7.0,A00,Saragossa Opening,60+0,Time forfeit
 Classical ,marvmndez24,eliastopo,0-1,2016.06.30,22:25:26,1666,1571,-13.0,14.0,D06,Queen's Gambit Refused: Marshall Defense,600+0,Normal
